"נתונים היסטוריים - ת""א - 25",,,,,,
מתאריך 01/01/2006 עד תאריך 25/07/2016, תדירות נתונים: יומי,,,,,
,,,,,,
תאריך,מדד בסיס,מדד פתיחה,מדד נעילה,מדד גבוה,מדד נמוך,"שווי שוק כולל(אלפי ש""ח) * "
29/11/2011,1065.31,1063.13,1040.96,1067.93,1040.71,390744122
28/11/2011,1035.84,1041.28,1065.31,1068.31,1038.65,394860497
27/11/2011,1017.64,1012.07,1035.84,1035.84,993.35,384979531
24/11/2011,1029.13,1021.28,1017.64,1033.11,1016.33,380212738
23/11/2011,1031.81,1028.44,1029.13,1040.86,1025.18,386046446
22/11/2011,1047.89,1050.97,1031.81,1055.83,1029.44,387399945
21/11/2011,1074.92,1076.47,1047.89,1078.68,1047.89,392405565
20/11/2011,1103.68,1087.9,1074.92,1094.35,1074.92,400760265
17/11/2011,1112.21,1109.22,1103.68,1113.97,1098.81,411847597
16/11/2011,1117.15,1110.15,1112.21,1124.67,1106.79,412191462
15/11/2011,1122.41,1117.25,1117.15,1123.36,1100.73,414203210
14/11/2011,1133.37,1126.63,1122.41,1130.04,1115.73,417258430
13/11/2011,1105.84,1131,1133.37,1133.37,1125.9,420841646
10/11/2011,1092.97,1082.1,1105.84,1106.63,1079.53,413695086
09/11/2011,1126.99,1129.52,1092.97,1132.09,1092.23,409576256
08/11/2011,1111.97,1113.08,1126.99,1127.6,1109.29,420393976
07/11/2011,1112.02,1094.53,1111.97,1115.07,1094.53,414797426
06/11/2011,1106.52,1110.15,1112.02,1112.29,1094.21,414426509
03/11/2011,1100.68,1074.97,1106.52,1117.61,1074.37,410128381
02/11/2011,1102.07,1112.71,1100.68,1114.95,1090.77,403836577
01/11/2011,1133.68,1110.75,1102.07,1114.62,1085.86,406540750
31/10/2011,1145.48,1143.23,1133.68,1144.27,1126.24,416154230
30/10/2011,1168.52,1163.61,1145.48,1166.12,1144.93,421859572
27/10/2011,1140.48,1173.83,1168.52,1174.67,1166.27,427980175
26/10/2011,1135.27,1136.09,1140.48,1144.67,1132.52,415785379
25/10/2011,1140.95,1146.04,1135.27,1147.02,1132.03,415599637
24/10/2011,1143.14,1145.17,1140.95,1146.16,1133.76,413774403
23/10/2011,1122.62,1143.68,1143.14,1144,1136.25,414695123
18/10/2011,1127.76,1115.51,1122.62,1126.88,1114.14,410732485
17/10/2011,1131.34,1134.5,1127.76,1144.75,1124.84,412681027
16/10/2011,1084.73,1122.04,1131.34,1136.26,1119.3,424112015
11/10/2011,1077.79,1078.9,1084.73,1085.96,1076.11,407300994
10/10/2011,1035.08,1043.95,1077.79,1077.79,1041.32,404201424
09/10/2011,1049.92,1043.55,1035.08,1043.74,1034.8,391018588
06/10/2011,1038.5,1055.43,1049.92,1059.68,1045.72,397141161
05/10/2011,1020.92,1030.3,1038.5,1043.26,1025.36,388902296
04/10/2011,1061.08,1038.99,1020.92,1039.19,1017.75,383913640
03/10/2011,1054.2,1044.55,1061.08,1064.27,1041.64,400227151
02/10/2011,1077.79,1051.37,1054.2,1057.89,1047.5,398802150
27/09/2011,1062.59,1084.2,1077.79,1098.3,1070.36,400840128
26/09/2011,1060.29,1045.94,1062.59,1072.79,1043.83,396404434
25/09/2011,1038.91,1055.26,1060.29,1062.17,1046.84,393843310
22/09/2011,1085.86,1059.49,1038.91,1064.22,1031.35,390624301
21/09/2011,1067.99,1066.71,1085.86,1089.24,1058.48,406981749
20/09/2011,1033.89,1034.49,1067.99,1070.18,1034.15,403462792
19/09/2011,1064.11,1043.35,1033.89,1050.07,1033.89,395594186
18/09/2011,1056.83,1059.75,1064.11,1070.91,1051.95,403522344
15/09/2011,1036.5,1036,1056.83,1056.83,1029.41,402201987
14/09/2011,1019.81,1001.08,1036.5,1038.91,1001.08,396740510
13/09/2011,999.46,1018.97,1019.81,1020.83,982.64,390318934
12/09/2011,1024.93,1015.47,999.46,1016.92,994.14,382953493
11/09/2011,1062.78,1034.73,1024.93,1038.48,1024.14,393598534
08/09/2011,1072.41,1063.51,1062.78,1077.26,1057.9,407901639
07/09/2011,1032.74,1061.57,1072.41,1072.41,1044.06,411097612
06/09/2011,1062.36,1055.88,1032.74,1073.99,1026.28,398214409
05/09/2011,1082.47,1085.44,1062.36,1085.96,1056.63,408106164
04/09/2011,1132.2,1101.31,1082.47,1107.08,1082.47,417352865
01/09/2011,1132.51,1133.69,1132.2,1134.82,1120.88,436134741
31/08/2011,1121.17,1125.43,1132.51,1138.19,1122.34,433763018
30/08/2011,1122.52,1124.94,1121.17,1127.5,1111.1,428733815
29/08/2011,1094.52,1113.49,1122.52,1122.98,1104.94,429018115
28/08/2011,1088.87,1100.44,1094.52,1102.53,1087.41,420243894
25/08/2011,1115.25,1115.45,1088.87,1120.46,1083.76,417631632
24/08/2011,1105.95,1109.62,1115.25,1116.28,1096.7,426796124
23/08/2011,1109.34,1103.79,1105.95,1118.54,1101.18,422450024
22/08/2011,1079.16,1070.04,1109.34,1116.17,1068.04,425134061
21/08/2011,1065.18,1029.73,1079.16,1079.57,1022.3,414461670
18/08/2011,1107.21,1096.15,1065.18,1101.99,1065.18,410972765
17/08/2011,1075.31,1080.24,1107.21,1107.21,1074.26,424967102
16/08/2011,1091.04,1093.95,1075.31,1094.68,1069.94,416655154
15/08/2011,1098.18,1101.12,1091.04,1102.49,1090.82,417919152
14/08/2011,1068.63,1099.77,1098.18,1100.26,1086.53,421829589
11/08/2011,1059.68,1071.12,1068.63,1073.45,1045.95,407913155
10/08/2011,1090.39,1095.69,1059.68,1100.89,1054.3,406551759
08/08/2011,1074.27,1084.77,1090.39,1102.14,1072.13,418287460
07/08/2011,1154.96,1094.58,1074.27,1101.91,1074.27,413194513
04/08/2011,1178.21,1185.6,1154.96,1187.02,1147.62,441814237
03/08/2011,1187.98,1168.6,1178.21,1185.56,1165.39,448348579
02/08/2011,1199.45,1195.51,1187.98,1203.05,1182.33,456263711
01/08/2011,1224.14,1232.53,1199.45,1236.09,1199.45,458148981
31/07/2011,1232.74,1238.17,1224.14,1239.61,1216.6,473859783
28/07/2011,1255.04,1234.21,1232.74,1241.19,1232.26,474609636
27/07/2011,1261.93,1260.33,1255.04,1260.54,1251.95,482292217
26/07/2011,1260.43,1264.47,1261.93,1265.79,1258.35,484001540
25/07/2011,1266.73,1260.55,1260.43,1265.29,1255.91,484946145
24/07/2011,1263.47,1269.03,1266.73,1271.14,1264.85,486656416
21/07/2011,1259.22,1255.87,1263.47,1264.04,1252.14,485480573
20/07/2011,1248.76,1260.62,1259.22,1261.59,1255.19,485295643
19/07/2011,1240.3,1244.4,1248.76,1251.34,1241.48,481827173
18/07/2011,1251.14,1243.75,1240.3,1245.33,1234.18,479741408
17/07/2011,1251.4,1251.92,1251.14,1252,1246.27,484138082
14/07/2011,1250.56,1248.09,1251.4,1254.12,1241.86,487660599
13/07/2011,1251.23,1253.32,1250.56,1256.11,1247.77,487951583
12/07/2011,1247.38,1236.51,1251.23,1253.86,1230.71,487922910
11/07/2011,1268.44,1257.63,1247.38,1258.43,1246.14,484303179
10/07/2011,1260.16,1257.51,1268.44,1269.6,1255.6,491649440
07/07/2011,1238.56,1246.79,1260.16,1260.16,1244.54,488057059
06/07/2011,1248.63,1251.07,1238.56,1251.07,1234.62,480858579
05/07/2011,1249.32,1249.58,1248.63,1253.74,1246.03,483370466
04/07/2011,1252.91,1252.15,1249.32,1253.97,1248.47,482338281
03/07/2011,1223.91,1250.38,1252.91,1253.56,1246.86,484534285
30/06/2011,1229.18,1232.54,1223.91,1232.94,1223.8,474170645
29/06/2011,1224.81,1228.81,1229.18,1240.74,1227.62,476201273
28/06/2011,1209.23,1213.96,1224.81,1224.81,1209.42,472436342
27/06/2011,1201.71,1200.88,1209.23,1209.23,1199.01,466342925
26/06/2011,1211.08,1206.66,1201.71,1209.95,1201.71,464324678
23/06/2011,1232.16,1225.71,1211.08,1226.13,1211.08,469219306
22/06/2011,1223.18,1228.89,1232.16,1233.61,1219.76,473564265
21/06/2011,1205.25,1216.77,1223.18,1228.67,1214.56,470521706
20/06/2011,1206.22,1195.08,1205.25,1206.18,1192.02,466049530
19/06/2011,1205.59,1196.85,1206.22,1212.1,1194.69,466240928
16/06/2011,1189.53,1189.07,1205.59,1207.35,1180.76,472868569
15/06/2011,1222.67,1217.65,1189.53,1221.81,1189.53,467771517
14/06/2011,1210.99,1218.95,1222.67,1222.67,1214.79,477591655
13/06/2011,1204.19,1209.78,1210.99,1211.77,1194.31,473657543
12/06/2011,1219.45,1205.02,1204.19,1206.97,1198.38,473074448
09/06/2011,1229.2,1219.29,1219.45,1224.79,1218.22,478907442
06/06/2011,1230.55,1229.58,1229.2,1233.4,1224.44,483791741
05/06/2011,1227.95,1225.78,1230.55,1231.77,1219.63,483094305
02/06/2011,1246.61,1229,1227.95,1242.81,1219.15,482615240
01/06/2011,1266.88,1262.9,1246.61,1263.34,1246.61,490565424
31/05/2011,1249.98,1258.45,1266.88,1266.88,1256.79,498834718
30/05/2011,1250.36,1251.4,1249.98,1253.14,1246,491153595
29/05/2011,1237.89,1252.18,1250.36,1254.23,1247.93,492946861
26/05/2011,1224.17,1235.19,1237.89,1242.97,1229.96,487745250
25/05/2011,1250.76,1241.12,1224.17,1247.14,1224.17,482401905
24/05/2011,1262.84,1265.09,1250.76,1268.02,1246.32,491569289
23/05/2011,1273.97,1264.34,1262.84,1267.42,1255.29,496365461
22/05/2011,1293.24,1284.7,1273.97,1286.36,1273.97,499151787
19/05/2011,1290.42,1294.73,1293.24,1297.46,1288.3,506127820
18/05/2011,1288.51,1298.51,1290.42,1300.12,1289.68,505100251
17/05/2011,1288.27,1283.56,1288.51,1293.7,1282.71,503964412
16/05/2011,1277.74,1281.62,1288.27,1288.27,1273.68,504734280
15/05/2011,1290.8,1280.97,1277.74,1281.79,1264.94,499390382
12/05/2011,1300.84,1292.82,1290.8,1295.06,1286.02,501658390
11/05/2011,1284.86,1296.76,1300.84,1301.98,1292.82,501211807
08/05/2011,1277.24,1280.64,1284.86,1294.22,1270.69,494691969
05/05/2011,1292.98,1294.7,1277.24,1295.4,1277.24,492905033
04/05/2011,1281.91,1284.26,1292.98,1292.98,1282.24,495532712
03/05/2011,1291.89,1288.2,1281.91,1289.88,1273.66,494559969
02/05/2011,1296.03,1304.55,1291.89,1305.4,1286.82,499548028
01/05/2011,1314.56,1312.27,1296.03,1313.69,1291.71,495742454
28/04/2011,1332.89,1337.09,1314.56,1337.86,1314.56,502528187
27/04/2011,1333.14,1337.67,1332.89,1338.85,1330.44,509427827
26/04/2011,1341.89,1336.19,1333.14,1338.5,1329.65,510740324
21/04/2011,1339.18,1343.39,1341.89,1345.11,1341.71,518963436
20/04/2011,1334.41,1336.7,1339.18,1339.18,1333.03,519699479
17/04/2011,1326.19,1334.3,1334.41,1334.42,1330.19,518692143
14/04/2011,1330.73,1333.64,1326.19,1334.54,1319.32,515923081
13/04/2011,1331.3,1335.46,1330.73,1336.88,1330.73,515627011
12/04/2011,1332.3,1325.18,1331.3,1331.3,1323.2,517559061
11/04/2011,1330.54,1333.62,1332.3,1335.55,1328.3,522572083
10/04/2011,1317.69,1324.69,1330.54,1330.89,1322.78,522936597
07/04/2011,1335.1,1333.63,1317.69,1335.84,1317.69,520501513
06/04/2011,1326.88,1332.06,1335.1,1337.04,1330.38,525485630
05/04/2011,1332.33,1328.36,1326.88,1330.19,1325.39,520899316
04/04/2011,1331.82,1330.4,1332.33,1334.14,1326.33,525572347
03/04/2011,1321.18,1329.58,1331.82,1331.82,1321.42,523468911
31/03/2011,1320.44,1323.8,1321.18,1324.62,1316.76,517924257
30/03/2011,1315.28,1326.59,1320.44,1327.42,1319.16,518363949
29/03/2011,1311.51,1303.48,1315.28,1315.28,1303.45,517155406
28/03/2011,1305.7,1307,1311.51,1311.51,1303.74,519892132
27/03/2011,1280.44,1296.9,1305.7,1305.7,1296.51,517335197
24/03/2011,1284.04,1296.6,1280.44,1302.38,1277.26,510559412
23/03/2011,1296.64,1291.51,1284.04,1303.45,1282.29,507036705
22/03/2011,1290.78,1291.9,1296.64,1300.8,1287.92,506942186
21/03/2011,1267.54,1278.85,1290.78,1295.41,1277.52,506800859
17/03/2011,1250.56,1245.44,1267.54,1267.54,1243.85,499514251
16/03/2011,1243.29,1255.57,1250.56,1257.73,1244.8,492779909
15/03/2011,1254.49,1229.37,1243.29,1243.29,1224.85,492038830
14/03/2011,1243.95,1245.37,1254.49,1256.28,1243.29,496527882
13/03/2011,1262.47,1260.33,1243.95,1260.78,1243.95,494829253
10/03/2011,1253.21,1249.05,1262.47,1264.68,1248.16,504262009
09/03/2011,1265.2,1274.18,1253.21,1275.1,1250.96,501469729
08/03/2011,1275.86,1275.3,1265.2,1277.3,1264.66,505545281
07/03/2011,1264.37,1261.15,1275.86,1276.91,1260.66,512005446
06/03/2011,1272.55,1266.08,1264.37,1272.22,1264.3,508562576
03/03/2011,1264.72,1272.5,1272.55,1277.94,1267.64,514674945
02/03/2011,1273.67,1258.43,1264.72,1265.86,1250.35,511283213
01/03/2011,1289.72,1293.35,1273.67,1296.43,1273.55,513459129
28/02/2011,1294.27,1293.95,1289.72,1294.06,1285.01,519481596
27/02/2011,1272.62,1292.3,1294.27,1295.58,1287.48,520319288
24/02/2011,1295.6,1281.99,1272.62,1289.66,1266.89,513817964
23/02/2011,1314.16,1312.33,1295.6,1317.36,1295.6,523086138
22/02/2011,1331.64,1318.55,1314.16,1319.57,1312.62,529577442
21/02/2011,1335,1333.54,1331.64,1336.23,1330.31,535931220
20/02/2011,1334.73,1337.37,1335,1338.14,1331.11,538068791
17/02/2011,1334.55,1333.74,1334.73,1344.46,1332.73,538572489
16/02/2011,1315.33,1316.86,1334.55,1338.29,1316.13,537715235
15/02/2011,1315.38,1313.33,1315.33,1319.32,1311.83,532084397
14/02/2011,1308.05,1312.2,1315.38,1315.39,1305.76,530655388
13/02/2011,1302.38,1316.54,1308.05,1318.95,1305.33,531250407
10/02/2011,1313.18,1310.93,1302.38,1311.58,1302.38,530312039
09/02/2011,1321.85,1320.63,1313.18,1321.95,1313.18,533765081
08/02/2011,1323.68,1324.05,1321.85,1328.29,1320.43,537080124
07/02/2011,1319.44,1318.11,1323.68,1327.14,1316.04,543711863
06/02/2011,1299.12,1311.16,1319.44,1319.59,1310.74,542179740
03/02/2011,1300.68,1295.38,1299.12,1299.12,1292.29,537055053
02/02/2011,1289.71,1304.44,1300.68,1309.21,1298.84,539564334
01/02/2011,1292.75,1291.71,1289.71,1295.36,1282.65,533384938
31/01/2011,1282.56,1288.22,1292.75,1294.74,1278.59,532766670
30/01/2011,1332.49,1304.57,1282.56,1304.57,1282.56,528578697
27/01/2011,1329.31,1340.77,1332.49,1341.52,1331.27,547259810
26/01/2011,1324.64,1329.1,1329.31,1332.73,1325.21,541089960
25/01/2011,1328.75,1333.44,1324.64,1334.06,1321.66,537818561
24/01/2011,1336.09,1339.44,1328.75,1340.75,1326.26,539079319
23/01/2011,1337.56,1336.86,1336.09,1338.77,1333.81,541393623
20/01/2011,1340.31,1333.35,1337.56,1337.56,1331.97,543110970
19/01/2011,1339.52,1339.44,1340.31,1343.42,1336.98,544775303
18/01/2011,1334.42,1337.13,1339.52,1346.17,1336.85,544018421
17/01/2011,1338.22,1333.7,1334.42,1338.33,1332.41,540925829
16/01/2011,1335.82,1339.59,1338.22,1342.11,1333.22,542709725
13/01/2011,1337.09,1339.32,1335.82,1339.83,1332.87,542869247
12/01/2011,1335.14,1336.1,1337.09,1342.2,1335.23,541392656
11/01/2011,1322.7,1328.23,1335.14,1335.65,1327.6,542762100
10/01/2011,1333.66,1330.44,1322.7,1331.56,1321.21,538875337
09/01/2011,1335.99,1338.93,1333.66,1339.4,1330.51,543090227
06/01/2011,1332.34,1336.65,1335.99,1339.75,1334.84,538582220
05/01/2011,1333.25,1330.84,1332.34,1333.09,1322.33,535899844
04/01/2011,1335.03,1334.68,1333.25,1336.65,1331.02,534621932
03/01/2011,1327.24,1332.64,1335.03,1339.93,1331.46,535056634
02/01/2011,1326.44,1325.63,1327.24,1335.45,1323.84,532376871
30/12/2010,1330.8,1326.36,1326.44,1330.79,1321.26,533163835
29/12/2010,1305.61,1307.49,1330.8,1330.8,1306.79,534890213
28/12/2010,1302.98,1307.02,1305.61,1308.82,1304.3,525537997
27/12/2010,1307.44,1308.34,1302.98,1309.51,1299.37,526920087
26/12/2010,1305.45,1310.79,1307.44,1313.74,1301.93,528015686
23/12/2010,1313.15,1314.52,1305.45,1314.57,1300.72,523247874
22/12/2010,1314.4,1313.31,1313.15,1315.29,1310.99,528159593
21/12/2010,1314.73,1316.49,1314.4,1319.35,1311.83,528900878
20/12/2010,1308.73,1306.76,1314.73,1316.32,1305.97,528730166
19/12/2010,1306.18,1308.52,1308.73,1312.03,1307.43,527788755
16/12/2010,1297.61,1300.89,1306.18,1306.18,1299.75,528818266
15/12/2010,1304.48,1299.7,1297.61,1300.61,1295.27,525950375
14/12/2010,1303.88,1301.64,1304.48,1307.48,1297.44,532757894
13/12/2010,1293.14,1294.22,1303.88,1304.42,1292.98,531594777
12/12/2010,1298.14,1302.84,1293.14,1303.51,1290.24,527139401
09/12/2010,1292.52,1299.73,1298.14,1300.65,1295.32,526449083
08/12/2010,1295.16,1287,1292.52,1295.51,1285.5,515564438
07/12/2010,1284.66,1285.94,1295.16,1297.54,1285.59,518749425
06/12/2010,1281.62,1279.95,1284.66,1284.66,1275.76,513978247
05/12/2010,1261.73,1270.17,1281.62,1281.62,1269.57,512974196
02/12/2010,1255.21,1260.41,1261.73,1264.71,1258.07,510387679
01/12/2010,1246.45,1253.06,1255.21,1258.13,1250.56,510339897
30/11/2010,1263.13,1262.98,1246.45,1266.76,1246.45,509102748
29/11/2010,1262.18,1266.51,1263.13,1271.38,1262.32,512172689
28/11/2010,1262.42,1260.86,1262.18,1265.7,1259.92,511449518
25/11/2010,1262.02,1265.46,1262.42,1267.9,1260.99,509443752
24/11/2010,1254.58,1258.59,1262.02,1264.28,1249.88,508331295
23/11/2010,1268.81,1260.47,1254.58,1266.26,1254.01,505672556
22/11/2010,1275.98,1281.2,1268.81,1284.21,1266.92,511574979
21/11/2010,1265.11,1270.53,1275.98,1279.42,1268.86,514364115
18/11/2010,1248.11,1259.26,1265.11,1266.14,1256.92,513076279
17/11/2010,1245.26,1239.15,1248.11,1254.58,1237.07,505877956
16/11/2010,1255.75,1245.15,1245.26,1256.22,1242.77,506165308
15/11/2010,1228.8,1232.05,1255.75,1255.75,1224.85,511683732
14/11/2010,1240.52,1237.21,1228.8,1237.21,1218.59,503096052
11/11/2010,1261.3,1261.36,1240.52,1263.34,1240.52,505823057
10/11/2010,1268.36,1263.34,1261.3,1265.57,1259.62,514865637
09/11/2010,1261.07,1260.79,1268.36,1268.36,1260.6,516430217
08/11/2010,1268.81,1256.97,1261.07,1265.85,1255.63,513081424
07/11/2010,1265.2,1275.74,1268.81,1279.21,1268.81,514194910
04/11/2010,1262.54,1267.37,1265.2,1275.14,1263.24,515203995
03/11/2010,1273.3,1274.73,1262.54,1276.14,1258.87,515575291
02/11/2010,1277.28,1275.73,1273.3,1280.43,1273.3,513686733
01/11/2010,1273.98,1280.7,1277.28,1280.98,1273.6,518942520
31/10/2010,1270.38,1273.03,1273.98,1276.55,1270.34,520954952
28/10/2010,1258.85,1261.65,1270.38,1274.53,1261.16,518986196
27/10/2010,1261.84,1261.87,1258.85,1265.92,1256.71,516316530
26/10/2010,1275.11,1271.25,1261.84,1272.03,1258.66,516918900
25/10/2010,1271.68,1277.25,1275.11,1278.31,1271.35,522092228
24/10/2010,1272.25,1274.51,1271.68,1276.65,1269.69,520710566
21/10/2010,1256.67,1260.23,1272.25,1272.25,1259.19,523135088
20/10/2010,1251.02,1253.67,1256.67,1258.14,1251.44,520942087
19/10/2010,1259.17,1257.02,1251.02,1259.18,1247.46,519059055
18/10/2010,1254.6,1249.98,1259.17,1259.26,1248.31,521505435
17/10/2010,1256.98,1260.64,1254.6,1262.56,1254.08,519586346
14/10/2010,1255.52,1258.04,1256.98,1259.47,1250.62,519308906
13/10/2010,1238.07,1248.91,1255.52,1257.94,1247.81,518990454
12/10/2010,1242.5,1236.06,1238.07,1243.73,1231.66,510807135
11/10/2010,1235.53,1234.12,1242.5,1246.71,1232.35,512295748
10/10/2010,1216.38,1226.7,1235.53,1235.71,1224.46,511212351
07/10/2010,1227.2,1227.72,1216.38,1232.12,1216.38,504839906
06/10/2010,1236.83,1241.61,1227.2,1242.18,1227.2,505463581
05/10/2010,1222.9,1224.25,1236.83,1237.15,1223.34,510217266
04/10/2010,1231.12,1224.12,1222.9,1228.13,1221.12,505437266
03/10/2010,1225.92,1229.57,1231.12,1235.5,1223.94,509530812
28/09/2010,1225.93,1218.13,1225.92,1228,1215.03,508186339
27/09/2010,1231.01,1233.66,1225.93,1233.66,1225.14,510019634
26/09/2010,1227.19,1237.04,1231.01,1237.69,1227.49,512941491
21/09/2010,1204.5,1229.75,1227.19,1229.75,1217.22,515187205
20/09/2010,1189.22,1191.62,1204.5,1204.5,1190.93,506660124
19/09/2010,1174.95,1177.31,1189.22,1191.49,1176.33,501919483
16/09/2010,1178.09,1179.35,1174.95,1179.53,1174.82,495960789
15/09/2010,1179.16,1179.86,1178.09,1181.59,1174.62,501566615
14/09/2010,1181.52,1183.84,1179.16,1184.09,1176.79,503285946
13/09/2010,1176.93,1179.1,1181.52,1183.98,1178.8,503981761
12/09/2010,1171.06,1184.14,1176.93,1185,1176.93,502378349
07/09/2010,1173.63,1171.22,1171.06,1172.59,1167.11,493723640
06/09/2010,1175.61,1172.37,1173.63,1177.51,1171.72,495155845
05/09/2010,1157.45,1172.06,1175.61,1178.22,1170.59,495620993
02/09/2010,1154.13,1153.23,1157.45,1159.35,1149.87,488929822
01/09/2010,1134.98,1142.59,1154.13,1154.13,1137.83,488323253
31/08/2010,1143.11,1128.44,1134.98,1134.98,1125.55,481141890
30/08/2010,1146.77,1149.69,1143.11,1150.71,1142.12,482437376
29/08/2010,1139.8,1149.42,1146.77,1151.47,1142.88,483770049
26/08/2010,1127.07,1135.34,1139.8,1139.8,1132.15,479448241
25/08/2010,1141.13,1140.88,1127.07,1145.6,1125.38,476784631
24/08/2010,1161.71,1156.79,1141.13,1156.84,1139.88,481641229
23/08/2010,1163.52,1164.74,1161.71,1165.89,1159.6,488030469
22/08/2010,1162.43,1160.5,1163.52,1164.33,1158.43,489021400
19/08/2010,1166.47,1171.04,1162.43,1171.74,1161.05,487032162
18/08/2010,1168.99,1168.84,1166.47,1170.41,1164.37,488368125
17/08/2010,1152.63,1158.55,1168.99,1168.99,1157.4,490437402
16/08/2010,1148.28,1152.81,1152.63,1157.42,1147.87,482459440
15/08/2010,1140.26,1142.65,1148.28,1148.79,1141.91,479499183
12/08/2010,1150.01,1142.49,1140.26,1149.55,1138.98,477651504
11/08/2010,1161.09,1155.3,1150.01,1158.83,1149.02,481888929
10/08/2010,1164.96,1159.53,1161.09,1162.81,1157.33,483865200
09/08/2010,1159.18,1159.25,1164.96,1166.58,1156.89,485303078
08/08/2010,1149.6,1152.52,1159.18,1160.32,1151.18,482695605
05/08/2010,1145.86,1146.35,1149.6,1153.54,1144.04,478481853
04/08/2010,1134.13,1136.08,1145.86,1145.86,1129.13,479589343
03/08/2010,1140.4,1142.49,1134.13,1146.52,1134.13,476831649
02/08/2010,1117.86,1123.19,1140.4,1140.4,1123.19,477509263
01/08/2010,1118.59,1120.21,1117.86,1122.58,1117.44,470295885
29/07/2010,1120.55,1116.46,1118.59,1121.62,1114.6,467148482
28/07/2010,1122.69,1124.08,1120.55,1124.64,1118.99,472415692
27/07/2010,1117.35,1118.35,1122.69,1125.02,1117.57,477136975
26/07/2010,1119.03,1122.98,1117.35,1123.61,1112.62,475085685
25/07/2010,1118.51,1125.18,1119.03,1128.68,1118.34,476156153
22/07/2010,1110.13,1103.74,1118.51,1119.54,1102.2,488003199
21/07/2010,1094.23,1103.82,1110.13,1110.13,1102.32,484419765
19/07/2010,1091.03,1095.35,1094.23,1097.68,1089.47,477360777
18/07/2010,1111.31,1095.9,1091.03,1096.03,1091.03,476500655
15/07/2010,1105.07,1106.98,1111.31,1113.91,1103.43,487059320
14/07/2010,1115.71,1124.03,1105.07,1124.8,1105.07,482255839
13/07/2010,1111.42,1106.55,1115.71,1120.25,1106.43,483189952
12/07/2010,1106.7,1104.09,1111.42,1111.42,1101.08,483596981
11/07/2010,1090.15,1101.61,1106.7,1107.28,1100.46,480288440
08/07/2010,1074.23,1092.36,1090.15,1092.46,1082.94,473217778
07/07/2010,1089.78,1077.95,1074.23,1079.39,1069.94,468688167
06/07/2010,1074.89,1077.62,1089.78,1089.78,1077.59,474056545
05/07/2010,1066.35,1069.19,1074.89,1074.89,1067.71,470414981
04/07/2010,1061.56,1059.46,1066.35,1067.23,1055.82,466949220
01/07/2010,1062.45,1052.2,1061.56,1061.87,1048.05,461113699
30/06/2010,1070.67,1067.04,1062.45,1075.87,1062.25,464200898
29/06/2010,1093.49,1079.29,1070.67,1080.07,1070.67,454016932
28/06/2010,1086.49,1092.59,1093.49,1096.42,1089.19,462558675
27/06/2010,1093.65,1094.62,1086.49,1098.64,1082.17,459474553
24/06/2010,1117.65,1117.01,1093.65,1117.74,1092.87,461129079
23/06/2010,1126.28,1120.49,1117.65,1124.78,1117.37,469182265
22/06/2010,1132.43,1126.11,1126.28,1131.82,1123.05,471775389
21/06/2010,1126.09,1133.37,1132.43,1137.42,1128.98,477137127
20/06/2010,1106.72,1111.47,1126.09,1126.12,1109.63,474793258
17/06/2010,1098.96,1100.61,1106.72,1109.09,1096.67,469779985
16/06/2010,1108.13,1116.75,1098.96,1118.1,1098.96,465118640
15/06/2010,1110.64,1103.31,1108.13,1110.92,1101.72,468125698
14/06/2010,1103.36,1106.79,1110.64,1112.64,1104.1,469271063
13/06/2010,1090.8,1108.6,1103.36,1109.36,1101.99,468181381
10/06/2010,1089.93,1085.48,1090.8,1092.7,1080.3,463080678
09/06/2010,1075.92,1080.4,1089.93,1090.1,1068.38,460997029
08/06/2010,1080.5,1083.1,1075.92,1085.19,1071.24,459710757
07/06/2010,1076.98,1070.93,1080.5,1084.71,1067.91,462305060
06/06/2010,1097.38,1072.74,1076.98,1079.9,1071.53,460920687
03/06/2010,1072.79,1097.82,1097.38,1099.04,1090.74,470295878
02/06/2010,1072.62,1064.19,1072.79,1078.54,1062.54,462272695
01/06/2010,1082.74,1084.45,1072.62,1086.97,1060.97,461710358
31/05/2010,1100.78,1086.3,1082.74,1088.7,1076.95,463147696
30/05/2010,1103.84,1100.41,1100.78,1111.84,1096.57,469557026
27/05/2010,1107.12,1110.96,1103.84,1116.34,1101.57,471364823
26/05/2010,1088.16,1108.43,1107.12,1116.32,1095.48,475386127
25/05/2010,1111.98,1087.65,1088.16,1090.63,1076.94,474358540
24/05/2010,1127.37,1122.95,1111.98,1129.2,1097.2,474802202
23/05/2010,1101.45,1113.34,1127.37,1127.37,1105.48,480905869
20/05/2010,1131.26,1122.03,1101.45,1129.42,1098.15,475125843
17/05/2010,1124.83,1118.47,1131.26,1135.89,1118.47,485790153
16/05/2010,1154.62,1133.42,1124.83,1133.42,1121.66,480967227
13/05/2010,1163.97,1173.32,1154.62,1173.98,1152.59,493321299
12/05/2010,1145.04,1147.47,1163.97,1164.99,1146.61,497654175
11/05/2010,1165.06,1149.46,1145.04,1158.94,1144.82,493742898
10/05/2010,1128.14,1147.54,1165.06,1165.06,1147.54,501520584
09/05/2010,1140.61,1109.14,1128.14,1131.21,1106.75,489302529
06/05/2010,1133.44,1135.14,1140.61,1146.1,1129.83,497258371
05/05/2010,1153.8,1145.39,1133.44,1155.18,1132.66,488992263
